,Total_floor,Curent_floor,Price,TotalSq,pass_elevator,gruz_elevator,balkon,lodgya,sovmest_sanuz,razdeln_sanuz,Is_second,CentrDist,sell_type_214-FZ,sell_type_GSK_dogovor,sell_type_alternativa,sell_type_free,sell_type_pereustupka,sell_type_predvarit_dogovor,phone_no,phone_yes,parking_mnogour,parking_na_krishe,parking_nazemn,parking_otkritaya,parking_podzemn,age
0,7,9,123000000.0,194.7,2,2,0,0,3.0,0.0,1,2.2222010661833185,0,0,0,1,0,0,0,0,0,0,0,0,1,0.0
1,3,21,5579537.0,54.0,1,1,1,0,0.0,1.0,0,18.82923541862729,0,0,0,1,0,0,0,0,0,0,0,0,0,5.0
2,5,9,5200000.0,33.0,1,0,0,1,1.0,0.0,1,13.864785373205295,0,0,0,1,0,0,0,1,0,0,1,0,0,0.0
3,3,3,1440000.0,29.0,0,0,0,0,1.0,0.0,1,22.441691424672953,0,0,0,1,0,0,0,0,0,0,1,0,0,52.0
4,1,9,1540000.0,12.0,0,0,0,0,1.0,0.0,1,16.349802361359455,0,0,0,1,0,0,0,0,0,0,0,0,0,0.0
5,2,21,1590000.0,13.0,1,1,0,0,1.0,0.0,1,29.095391946912354,0,0,0,1,0,0,0,0,0,0,1,0,0,45.0
6,1,3,1730000.0,34.0,0,0,0,0,0.0,0.0,0,53.25995082158847,1,0,0,0,0,0,0,0,0,0,0,0,0,2.0
7,1,9,1790000.0,12.0,1,0,0,0,1.0,0.0,1,16.349802361359455,0,0,0,1,0,0,0,0,0,0,1,0,0,0.0
8,1,9,1790000.0,11.4,0,0,0,0,1.0,0.0,1,21.307843822400677,0,0,0,1,0,0,0,0,0,0,1,0,0,45.0
9,1,3,1800001.0,34.2,1,1,1,0,0.0,1.0,0,53.25995082158847,0,0,0,1,0,0,0,0,0,0,0,0,0,35.0
10,1,3,1800000.0,34.8,0,0,0,0,0.0,0.0,0,53.25995082158847,0,0,0,0,1,0,0,0,0,0,0,0,0,0.0
11,1,3,1800000.0,34.0,0,0,0,0,1.0,0.0,0,53.25995082158847,0,0,0,0,1,0,0,0,0,0,0,0,0,0.0
12,2,3,1850000.0,34.2,0,0,0,0,1.0,0.0,0,53.25995082158847,0,0,0,0,1,0,0,0,0,0,0,0,0,0.0
13,1,2,1880000.0,27.0,0,0,0,0,0.0,1.0,1,24.819691720504583,0,0,0,1,0,0,0,0,0,0,0,0,0,0.0
14,1,3,1890000.0,20.0,0,0,0,0,1.0,0.0,1,21.175445134449745,0,0,0,1,0,0,0,0,0,0,1,0,0,0.0
15,1,14,1895000.0,15.0,1,1,0,0,1.0,0.0,1,18.46016345014414,0,0,0,1,0,0,1,0,0,0,0,0,0,0.0
16,1,14,1895000.0,15.0,1,1,0,0,1.0,0.0,1,18.46016345014414,0,0,0,1,0,0,0,0,0,0,1,0,0,15.0
17,1,3,1900000.0,34.8,1,1,1,0,0.0,1.0,0,53.25995082158847,0,0,0,1,0,0,0,0,0,0,0,0,0,15.0
18,1,3,1950000.0,34.0,1,1,1,0,0.0,1.0,0,53.25995082158847,0,0,0,1,0,0,0,0,0,0,0,0,0,0.0
19,2,4,1990000.0,38.0,0,0,0,1,1.0,0.0,1,18.449493672691766,0,0,0,1,0,0,1,0,0,0,0,0,1,0.0
20,3,3,1990000.0,32.0,0,0,0,0,1.0,0.0,1,27.035442951034074,0,0,0,1,0,0,0,1,0,0,1,0,0,7.0
21,2,3,1990000.0,27.0,0,0,0,0,1.0,0.0,1,22.441691424672953,0,0,0,1,0,0,0,0,0,0,1,0,0,0.0
22,1,3,1990000.0,19.3,0,0,0,0,1.0,0.0,1,22.480575987389614,0,0,0,1,0,0,0,0,0,0,1,0,0,0.0
23,2,3,1990000.0,26.0,0,0,0,0,1.0,0.0,1,22.337932701237037,0,0,0,1,0,0,0,0,0,0,1,0,0,0.0
24,3,3,1990000.0,32.0,0,0,0,0,1.0,0.0,1,27.035442951034074,0,0,0,1,0,0,0,0,0,0,1,0,0,0.0
25,3,4,1990000.0,24.6,0,0,0,1,1.0,0.0,1,29.476103829370633,0,0,0,1,0,0,1,0,0,0,1,0,0,0.0
26,2,22,2090000.0,21.0,2,2,0,0,1.0,0.0,1,28.39791709946304,0,0,0,1,0,0,0,0,0,0,1,0,0,3.0
27,2,3,2090000.0,26.0,0,0,0,0,0.0,0.0,1,29.025480426975143,0,0,0,1,0,0,0,0,0,0,1,0,0,0.0
28,2,10,9990000.0,54.1,0,0,0,2,0.0,1.0,1,16.210015327809423,0,0,1,0,0,0,0,0,0,0,0,0,0,3.0
29,3,22,64000000.0,170.0,0,0,1,1,2.0,1.0,1,10.964528004152282,0,0,0,1,0,0,0,0,0,0,0,0,1,10.0
30,3,4,4990000.0,40.0,1,1,0,0,1.0,0.0,1,5.686051608132907,0,0,0,1,0,0,1,0,0,0,1,0,0,5.0
31,1,12,2090000.0,17.5,1,1,0,0,0.0,0.0,1,23.623024455125016,0,0,0,1,0,0,0,0,0,0,1,0,0,0.0
32,1,10,2190000.0,15.0,1,1,0,0,1.0,0.0,1,25.825066306713538,0,0,0,1,0,0,0,0,0,0,1,0,0,15.0
33,3,14,2200000.0,42.0,1,1,0,1,1.0,0.0,1,32.15677054199778,0,0,0,1,0,0,0,0,0,0,0,0,0,19.0
34,1,17,2200000.0,17.0,1,1,0,0,1.0,0.0,1,20.099371959870354,0,0,0,1,0,0,1,0,0,0,1,0,0,0.0
35,3,4,2200000.0,31.5,0,0,1,0,1.0,0.0,0,28.809129055435207,0,0,0,0,1,0,0,0,0,0,0,0,0,21.0
36,1,2,2200000.0,42.0,0,0,0,0,1.0,0.0,1,20.15309972336506,0,0,0,1,0,0,0,0,0,0,1,0,0,0.0
37,12,18,2217106.0,20.7,1,1,1,0,1.0,0.0,0,38.332449324548946,0,0,0,1,0,0,0,0,0,0,0,0,0,2.0
38,1,24,2240000.0,22.4,2,1,0,0,1.0,0.0,0,21.648886347673717,0,0,0,1,0,0,0,0,0,0,0,0,0,0.0
39,16,18,2241470.0,22.6,1,1,1,0,1.0,0.0,0,38.332449324548946,0,0,0,1,0,0,0,0,0,0,0,0,0,0.0
40,2,18,2308800.0,22.2,1,1,1,0,1.0,0.0,0,38.332449324548946,0,0,0,1,0,0,0,0,0,0,0,0,0,0.0
41,2,8,2350000.0,28.8,1,1,0,1,1.0,0.0,0,29.82606072229944,0,0,0,0,1,0,0,0,0,0,0,0,0,0.0
42,4,4,2350000.0,32.0,1,0,1,0,0.0,0.0,0,28.809129055435207,1,0,0,0,0,0,0,0,0,0,1,0,0,0.0
43,2,22,2390000.0,24.0,2,2,1,0,1.0,0.0,1,28.35558611236319,0,0,0,1,0,0,0,0,0,0,1,0,0,0.0
44,2,3,2390000.0,26.0,0,0,0,0,1.0,0.0,1,19.271712745759146,0,0,0,1,0,0,0,0,0,0,1,0,0,0.0
45,2,3,2400000.0,36.7,0,0,1,0,0.0,0.0,0,53.25995082158847,0,0,0,0,1,0,0,0,0,0,1,0,0,0.0
46,1,24,2401000.0,24.5,2,1,0,0,1.0,0.0,0,21.648886347673717,0,0,0,1,0,0,0,0,0,0,0,0,0,0.0
47,1,12,2440000.0,18.0,2,1,0,0,1.0,0.0,1,23.623024455125016,0,0,0,1,0,0,0,0,0,0,1,0,0,0.0
48,6,18,2443430.0,22.9,1,1,1,0,1.0,0.0,0,38.332449324548946,0,0,0,1,0,0,0,0,0,0,0,0,0,15.0
49,17,18,2445370.0,25.2,1,1,1,0,1.0,0.0,0,38.332449324548946,0,0,0,1,0,0,0,0,0,0,0,0,0,0.0
50,1,10,2490000.0,19.0,1,1,0,0,1.0,0.0,1,25.825066306713538,0,0,0,1,0,0,0,0,0,0,1,0,0,0.0
51,10,12,2490000.0,28.5,1,1,0,1,1.0,0.0,1,28.00938303563692,0,0,0,1,0,0,0,0,0,0,0,0,0,19.0
52,1,9,2490000.0,17.0,1,0,0,0,1.0,0.0,1,16.139387669356424,0,0,0,1,0,0,0,0,0,0,1,0,0,0.0
53,1,9,2490000.0,16.3,1,0,0,0,1.0,0.0,1,16.139387669356424,0,0,0,1,0,0,0,0,0,0,1,0,0,51.0
54,5,7,2500000.0,30.2,1,1,0,0,1.0,0.0,0,36.82856454950771,1,0,0,0,0,0,0,0,0,0,0,0,0,51.0
55,11,18,2510000.0,25.1,1,1,1,0,1.0,0.0,0,38.332449324548946,0,0,0,1,0,0,0,0,0,0,0,0,0,0.0
56,6,23,5300000.0,38.5,1,1,0,1,1.0,0.0,0,17.725865086666918,0,0,0,0,0,1,0,0,0,0,0,0,0,0.0
57,12,17,10600000.0,74.0,1,1,0,1,0.0,1.0,1,20.844035757423214,0,0,0,1,0,0,0,1,0,0,1,0,0,0.0
58,7,8,8200000.0,42.0,1,0,1,0,1.0,0.0,1,8.997359167919242,0,0,1,0,0,0,0,1,0,0,1,0,0,27.0
59,13,17,2511650.0,26.3,1,1,0,1,0.0,1.0,0,31.563469198395012,0,0,0,0,1,0,0,0,0,0,0,1,0,57.0
60,15,16,2550000.0,28.0,1,1,1,0,1.0,0.0,1,60.16948647225008,0,0,0,1,0,0,0,0,0,0,1,0,0,0.0
61,3,18,2564352.0,26.9,1,1,1,0,1.0,0.0,0,38.332449324548946,0,0,0,1,0,0,0,0,0,0,0,0,0,2.0
62,1,9,2590000.0,17.0,1,0,0,0,1.0,0.0,1,16.139387669356424,0,0,0,1,0,0,0,0,0,0,1,0,0,0.0
63,1,9,2590000.0,17.0,0,0,0,0,1.0,0.0,1,21.307843822400677,0,0,0,1,0,0,0,0,0,0,0,0,0,51.0
64,3,4,2600000.0,29.0,0,0,0,1,0.0,1.0,0,28.809129055435207,0,0,0,0,1,0,0,0,0,0,0,0,0,35.0
65,10,12,2600000.0,28.3,1,1,0,1,1.0,0.0,0,29.5426533318021,0,0,0,0,1,0,0,0,0,0,0,0,0,0.0
66,1,14,2610000.0,20.0,1,1,0,0,1.0,0.0,1,18.46016345014414,0,0,0,1,0,0,1,0,0,0,0,0,0,0.0
67,15,18,2645020.0,27.0,1,1,1,0,1.0,0.0,0,38.332449324548946,0,0,0,1,0,0,0,0,0,0,0,0,0,15.0
68,2,5,2650000.0,18.0,0,0,0,0,1.0,0.0,1,10.96711920663421,0,0,1,0,0,0,0,1,0,0,1,0,0,0.0
69,4,17,2650000.0,42.0,1,1,0,1,0.0,1.0,0,35.10163066688964,0,0,0,0,1,0,0,0,0,0,0,0,1,54.0
70,1,9,2690000.0,18.0,1,0,0,0,1.0,0.0,1,16.349802361359455,0,0,0,1,0,0,0,0,0,0,1,0,0,0.0
71,4,5,2700000.0,17.7,0,0,0,0,1.0,0.0,1,6.809262362772949,0,0,0,1,0,0,1,0,0,0,0,0,0,45.0
72,2,2,2700000.0,31.0,0,0,0,0,1.0,0.0,1,39.92841462315763,0,0,0,1,0,0,0,0,0,0,1,0,0,55.0
73,4,5,2700000.0,13.0,0,0,0,0,1.0,0.0,1,6.809262362772949,0,0,0,1,0,0,0,0,0,0,0,0,0,50.0
74,1,9,2700000.0,19.1,0,0,0,0,1.0,0.0,1,15.325288951850144,0,0,0,1,0,0,1,0,0,0,0,0,0,55.0
75,1,12,2750000.0,49.6,1,1,1,0,1.0,0.0,0,30.027376349167497,1,0,0,0,0,0,0,0,0,0,0,0,0,49.0
76,7,12,2750000.0,48.0,0,0,0,1,1.0,0.0,0,30.25105566165328,0,0,0,0,1,0,0,0,0,0,0,0,0,0.0
77,10,18,2755446.0,29.2,1,1,1,0,1.0,0.0,0,38.332449324548946,0,0,0,1,0,0,0,0,0,0,0,0,0,0.0
78,3,9,2784500.0,12.7,2,0,0,0,1.0,0.0,1,15.063618334875333,0,0,0,1,0,0,0,1,0,1,0,0,0,0.0
79,2,8,2790000.0,14.5,0,0,0,0,1.0,0.0,1,7.6009514398778,0,0,1,0,0,0,0,0,0,0,0,0,0,43.0
80,2,8,2790000.0,14.5,1,0,0,0,1.0,0.0,1,7.6009514398778,0,0,1,0,0,0,0,0,0,0,0,0,0,58.0
81,2,3,2800000.0,34.0,0,0,1,0,1.0,0.0,1,30.24813033333476,0,0,0,1,0,0,0,1,0,0,0,0,0,0.0
82,3,3,2800000.0,51.2,1,1,1,0,0.0,1.0,0,53.25995082158847,0,0,0,1,0,0,0,0,0,0,0,0,0,51.0
83,3,3,2800000.0,51.7,1,1,1,0,0.0,1.0,0,53.25995082158847,0,0,0,1,0,0,0,0,0,0,0,0,0,0.0
84,11,13,12970000.0,68.3,2,1,0,1,0.0,2.0,0,14.406725057879871,0,0,0,0,1,0,0,0,0,0,0,0,1,0.0
85,5,12,12000000.0,74.0,1,1,0,1,0.0,1.0,1,10.139560509962804,0,0,1,0,0,0,0,1,0,0,0,0,0,0.0
86,5,11,39000000.0,93.0,1,0,1,0,1.0,0.0,1,3.013114266384043,0,0,0,1,0,0,0,0,0,0,0,0,0,19.0
87,9,24,2831400.0,22.0,2,1,0,0,1.0,0.0,0,21.648886347673717,0,0,0,1,0,0,0,0,0,0,0,0,0,0.0
88,4,21,2835810.0,24.3,2,1,0,0,1.0,0.0,0,21.648886347673717,0,0,0,1,0,0,0,0,0,0,0,0,0,0.0
89,1,5,2850000.0,13.0,0,0,0,0,1.0,0.0,1,12.271742274921973,0,0,0,1,0,0,1,0,0,0,0,0,0,0.0
90,2,2,2850000.0,44.5,0,0,0,0,0.0,1.0,1,62.013713903975926,0,0,0,1,0,0,1,0,0,0,1,0,0,0.0
91,3,18,2850000.0,28.0,1,1,0,1,1.0,0.0,0,38.4304979722182,0,0,0,0,1,0,0,0,0,0,0,0,0,0.0
92,6,21,2872540.0,24.2,2,1,0,0,1.0,0.0,0,21.648886347673717,0,0,0,1,0,0,0,0,0,0,0,0,0,0.0
93,2,18,2893860.0,23.3,1,1,0,0,1.0,0.0,0,25.22023102264642,0,0,0,1,0,0,0,0,0,0,0,0,0,0.0
94,4,17,2900000.0,43.0,1,0,0,1,1.0,0.0,0,35.10163066688964,0,0,0,1,0,0,0,0,0,0,0,0,0,0.0
95,4,5,2950000.0,27.8,0,0,1,0,1.0,0.0,1,46.841424458351014,0,0,1,0,0,0,1,0,0,0,1,0,0,0.0
96,4,21,2961530.0,24.7,2,1,0,0,1.0,0.0,0,21.648886347673717,0,0,0,1,0,0,0,0,0,0,0,0,0,53.0
97,3,3,2990000.0,53.6,0,0,0,1,0.0,1.0,0,53.457622876873934,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0
98,9,18,2999900.0,22.9,1,1,0,0,1.0,0.0,0,25.22023102264642,0,0,0,1,0,0,0,0,0,0,0,0,0,0.0
99,1,5,3000000.0,30.2,0,0,0,0,1.0,0.0,1,53.9001927930399,0,0,0,1,0,0,0,0,0,0,1,0,0,0.0
100,1,4,3000000.0,43.0,0,0,0,1,0.0,1.0,1,39.162630318660774,0,0,0,1,0,0,0,1,0,0,1,0,0,0.0
101,5,9,3000000.0,29.7,1,0,1,0,1.0,0.0,1,60.36314988766686,0,0,1,0,0,0,0,0,0,0,0,0,0,9.0
102,7,16,3005730.0,27.3,1,1,0,1,1.0,0.0,0,19.658447065547534,0,0,0,1,0,0,0,0,0,0,0,0,0,34.0
103,8,21,3020880.0,24.6,2,1,0,0,1.0,0.0,0,21.648886347673717,0,0,0,1,0,0,0,0,0,0,0,0,0,0.0
104,1,17,3021000.0,31.8,2,1,0,0,1.0,0.0,0,21.648886347673717,0,0,0,1,0,0,0,0,0,0,0,0,0,0.0
105,31,39,3023453.0,18.0,1,1,0,0,1.0,0.0,0,10.677730094785169,0,0,0,1,0,0,0,0,0,0,0,0,0,0.0
106,7,17,3032260.0,24.2,2,1,0,0,1.0,0.0,0,21.648886347673717,0,0,0,1,0,0,0,0,0,0,0,0,0,0.0
107,5,18,3038300.0,23.0,1,1,0,0,1.0,0.0,0,25.22023102264642,0,0,0,1,0,0,0,0,0,0,0,0,0,0.0
108,2,21,3041640.0,25.2,2,1,0,0,1.0,0.0,0,21.648886347673717,0,0,0,1,0,0,0,0,0,0,0,0,0,0.0
109,11,25,3041680.0,19.3,1,2,1,0,1.0,0.0,0,20.01747422171023,0,0,0,1,0,0,0,0,0,0,0,0,0,0.0
110,1,13,3048540.0,32.8,1,1,0,0,0.0,1.0,0,31.4222052743159,0,0,0,0,1,0,0,0,0,0,0,0,1,0.0
111,2,3,3050000.0,54.7,0,0,1,0,0.0,1.0,0,53.25995082158847,0,0,0,0,1,0,0,0,0,0,1,0,0,0.0
112,5,9,4644900.0,39.7,1,1,0,1,1.0,0.0,1,21.09743765866759,0,0,0,1,0,0,1,0,0,0,0,0,0,0.0
113,2,7,150000083767950.0,168.0,1,1,0,0,0.0,0.0,1,2.001781967344796,0,0,0,1,0,0,1,0,0,0,0,0,0,0.0
114,2,16,13500000.0,95.0,1,1,1,1,0.0,1.0,1,13.916338625320275,0,0,0,1,0,0,0,0,0,0,0,0,0,0.0
115,2,15,30552003215948.0,31.0,1,1,1,0,0.0,1.0,0,21.106215465784903,0,0,0,1,0,0,0,0,0,0,0,0,0,18.0
116,12,18,3090000.0,24.4,2,1,1,0,1.0,0.0,0,10.644544942717221,1,0,0,0,0,0,0,0,0,0,0,0,1,0.0
117,3,13,3097710.0,32.8,1,1,0,0,0.0,1.0,0,31.263444901978193,0,0,0,0,1,0,0,0,0,0,0,0,1,0.0
118,4,5,3100000.0,18.0,0,0,0,0,1.0,0.0,1,12.196400566421515,0,0,0,1,0,0,1,0,0,0,0,0,0,0.0
119,3,5,3100000.0,30.2,0,0,0,0,1.0,0.0,1,54.130316126868706,0,0,0,1,0,0,0,0,0,0,1,0,0,0.0
120,2,3,3100000.0,63.7,1,1,1,0,0.0,1.0,0,53.25995082158847,0,0,0,1,0,0,0,0,0,0,0,0,0,0.0
121,4,4,3100000.0,33.0,1,0,1,0,0.0,1.0,1,39.64351168466858,0,0,1,0,0,0,0,0,0,0,0,0,0,0.0
122,2,3,3100000.0,25.0,0,0,0,0,0.0,0.0,1,27.109523074728962,0,0,0,1,0,0,0,1,0,0,0,0,0,0.0
123,4,9,3100000.0,51.0,1,1,0,0,0.0,0.0,1,39.454025266734725,0,0,0,1,0,0,0,1,0,0,1,0,0,56.0
124,4,13,3109350.0,32.7,1,1,0,0,0.0,0.0,0,31.4222052743159,0,0,0,0,1,0,0,0,0,0,0,0,1,2.0
125,2,24,3113550.0,25.5,2,1,0,0,1.0,0.0,0,21.648886347673717,0,0,0,1,0,0,0,0,0,0,0,0,0,0.0
126,3,11,3133680.0,26.4,2,1,0,0,1.0,0.0,0,21.648886347673717,0,0,0,1,0,0,0,0,0,0,0,0,0,0.0
127,1,8,3150000.0,40.3,1,1,0,0,1.0,0.0,0,29.82606072229944,0,0,0,0,1,0,0,0,0,0,0,0,0,0.0
128,1,3,3150000.0,39.0,0,0,0,0,1.0,0.0,0,29.82606072229944,0,0,0,1,0,0,0,0,0,0,0,0,0,0.0
129,3,3,3150000.0,37.0,0,0,0,0,1.0,0.0,1,20.42942100165108,0,0,0,1,0,0,0,0,0,0,1,0,0,0.0
130,2,16,3155030.0,27.7,1,1,0,1,1.0,0.0,0,19.658447065547534,0,0,0,1,0,0,0,0,0,0,0,0,0,0.0
131,3,25,3159720.0,20.1,1,2,1,0,1.0,0.0,0,20.01747422171023,0,0,0,1,0,0,0,0,0,0,0,0,0,0.0
132,9,11,3160080.0,22.8,2,1,0,0,1.0,0.0,0,21.648886347673717,0,0,0,1,0,0,0,0,0,0,0,0,0,0.0
133,12,12,31651003331663.0,37.0,1,1,1,0,0.0,1.0,0,20.704291495929755,0,0,0,1,0,0,0,0,0,0,0,0,0,0.0
134,10,11,3170200.0,26.2,2,1,0,0,1.0,0.0,0,21.648886347673717,0,0,0,1,0,0,0,0,0,0,0,0,0,0.0
135,4,15,3170454.0,17.8,2,0,0,0,0.0,1.0,0,12.923317142104915,0,0,0,0,0,1,0,0,0,0,0,0,0,0.0
136,4,15,3170454.0,17.8,2,0,0,0,0.0,1.0,1,12.938399026561578,0,0,0,1,0,0,1,0,0,0,0,0,0,0.0
137,1,25,3171440.0,23.2,1,2,1,0,1.0,0.0,0,20.01747422171023,0,0,0,1,0,0,0,0,0,0,0,0,0,44.0
138,9,9,31741003341114.0,31.0,1,1,1,0,0.0,1.0,0,20.633636591696824,0,0,0,1,0,0,0,0,0,0,0,0,0,0.0
139,10,17,3176370.0,26.1,2,1,0,0,1.0,0.0,0,21.648886347673717,0,0,0,1,0,0,0,0,0,0,0,0,0,0.0
140,26,39,68500000.0,121.0,2,2,0,0,2.0,0.0,1,8.638953557595197,0,0,0,1,0,0,0,0,0,0,0,0,1,0.0
141,5,17,12746925.0,92.0,1,1,1,0,2.0,0.0,0,13.233868272599128,0,0,0,1,0,0,0,0,0,0,0,0,0,0.0
142,9,22,42100000.0,122.0,1,1,0,1,0.0,0.0,1,10.752074709758505,0,0,0,1,0,0,1,0,0,0,0,0,0,0.0
143,2,15,3189226.0,17.8,2,0,0,0,0.0,1.0,1,12.938399026561578,0,0,0,1,0,0,0,0,0,0,0,0,0,0.0
144,1,9,3190000.0,23.0,1,0,0,0,1.0,0.0,1,16.349802361359455,0,0,0,1,0,0,0,0,0,0,1,0,0,44.0
145,1,9,3190000.0,23.0,0,0,0,0,1.0,0.0,1,16.349802361359455,0,0,0,1,0,0,0,0,0,0,0,0,0,45.0
146,9,25,3194700.0,23.0,1,2,1,0,1.0,0.0,0,20.01747422171023,0,0,0,1,0,0,0,0,0,0,0,0,0,45.0
147,14,16,3197600.0,28.0,1,1,0,1,1.0,0.0,0,19.658447065547534,0,0,0,1,0,0,0,0,0,0,0,0,0,0.0
148,9,9,3200000.0,30.0,0,0,1,0,1.0,0.0,1,59.813203810490684,0,0,0,1,0,0,0,0,0,0,1,0,0,0.0
149,2,9,3200000.0,21.0,1,1,0,0,1.0,0.0,1,14.846315143527326,0,0,0,1,0,0,0,0,0,0,0,0,0,32.0
150,2,9,32035003372120.0,35.0,1,1,1,0,0.0,1.0,0,21.106215465784903,0,0,0,1,0,0,0,0,0,0,0,0,0,46.0
151,2,8,3215500.0,16.5,0,0,0,0,1.0,0.0,1,7.6009514398778,0,0,1,0,0,0,0,0,0,0,0,0,0,0.0
152,4,24,3233000.0,26.5,2,1,0,0,1.0,0.0,0,21.648886347673717,0,0,0,1,0,0,0,0,0,0,0,0,0,58.0
153,12,17,3242400.0,40.5,1,1,0,1,1.0,0.0,0,26.864152697562425,0,0,0,0,1,0,0,0,0,0,0,0,1,0.0
154,2,24,3245480.0,26.8,2,1,0,0,1.0,0.0,0,21.648886347673717,0,0,0,1,0,0,0,0,0,0,0,0,0,0.0
155,5,9,32462003417000.0,34.0,1,1,1,0,0.0,1.0,0,21.106215465784903,0,0,0,1,0,0,0,0,0,0,0,0,0,0.0
156,2,16,3249796.0,33.0,1,1,1,0,0.0,1.0,0,22.386101015840566,0,0,0,1,0,0,0,0,0,0,0,0,0,0.0
157,1,5,3250000.0,16.0,0,0,0,0,1.0,0.0,1,12.291004364035137,0,0,0,1,0,0,1,0,0,0,0,0,0,0.0
158,6,9,3250000.0,39.0,0,0,0,1,1.0,0.0,1,60.183916718296125,0,0,0,1,0,0,0,0,0,0,0,0,0,56.0
159,6,9,32523003423500.0,33.0,1,1,1,0,0.0,1.0,0,21.106215465784903,0,0,0,1,0,0,0,0,0,0,0,0,0,33.0
160,4,6,3264291.0,28.3,1,1,0,1,1.0,0.0,1,28.616145031866825,0,0,0,1,0,0,1,0,0,0,0,0,0,0.0
161,3,6,3264291.0,28.3,1,1,0,1,1.0,0.0,1,28.616145031866825,0,0,0,1,0,0,1,0,0,0,0,0,0,0.0
162,3,9,32683003440360.0,31.0,1,1,1,0,0.0,1.0,0,21.106215465784903,0,0,0,1,0,0,0,0,0,0,0,0,0,0.0
163,1,24,3287000.0,34.6,2,1,0,0,1.0,0.0,0,21.648886347673717,0,0,0,1,0,0,0,0,0,0,0,0,0,0.0
164,8,10,3290000.0,20.0,1,1,0,0,1.0,0.0,1,19.62427193338646,0,0,0,1,0,0,0,0,0,0,1,0,0,0.0
165,9,9,32918003465091.0,34.0,1,1,1,0,0.0,1.0,0,20.633636591696824,0,0,0,1,0,0,0,0,0,0,0,0,0,34.0
166,7,15,32960003469438.0,32.0,1,1,1,0,0.0,1.0,0,21.106215465784903,0,0,0,1,0,0,0,0,0,0,0,0,0,0.0
167,1,3,3300000.0,75.5,0,0,0,1,0.0,1.0,0,53.50592707661618,0,0,0,0,1,0,0,0,0,0,0,0,0,0.0
168,7,8,5700000350579640.0,232.0,0,3,0,0,2.0,0.0,1,2.0021328204606514,0,0,0,1,0,0,0,0,0,0,0,0,1,0.0
169,3,12,5980000.0,35.0,1,1,1,0,1.0,0.0,1,13.562619202136103,0,0,0,1,0,0,0,1,0,0,1,0,0,10.0
170,5,53,74800000.0,239.0,3,3,0,0,0.0,3.0,1,6.91644731726074,0,0,0,1,0,0,0,0,0,0,0,0,1,46.0
171,5,5,3300000.0,33.0,0,0,0,1,1.0,0.0,1,33.58771646950372,0,0,0,1,0,0,0,0,0,0,0,0,0,6.0
172,4,17,3300000.0,40.0,1,1,0,1,0.0,1.0,0,26.902459600683585,0,0,0,0,1,0,0,0,0,0,0,0,1,33.0
173,9,16,3300000.0,32.0,2,2,0,0,1.0,0.0,0,38.4304979722182,0,0,0,0,1,0,0,0,0,0,1,0,0,0.0
174,5,6,3300000.0,27.0,1,1,0,0,1.0,0.0,1,15.113636916775086,0,0,0,1,0,0,1,0,0,0,1,0,0,0.0
175,5,5,3300000.0,13.1,0,0,0,0,1.0,0.0,1,6.809262362772949,0,0,0,1,0,0,0,0,0,0,1,0,0,0.0
176,2,5,3300000.0,27.0,0,0,1,0,0.0,1.0,1,33.84094263409953,0,0,0,1,0,0,1,0,0,0,1,0,0,55.0
177,11,13,3300340.0,35.1,1,1,1,0,0.0,1.0,0,31.4222052743159,0,0,0,0,1,0,0,0,0,0,0,0,1,0.0
178,6,13,3300415.0,33.2,1,1,1,0,0.0,1.0,0,31.263444901978193,0,0,0,0,1,0,0,0,0,0,0,0,1,0.0
179,11,13,3305040.0,35.2,1,1,1,0,0.0,1.0,0,31.4222052743159,0,0,0,0,1,0,0,0,0,0,0,0,1,0.0
180,2,13,3316320.0,35.3,1,1,1,0,0.0,1.0,0,31.4222052743159,0,0,0,0,1,0,0,0,0,0,0,0,1,0.0
181,9,18,3321340.0,34.1,1,1,1,0,1.0,0.0,0,38.332449324548946,0,0,0,1,0,0,0,0,0,0,0,0,0,0.0
182,6,13,3321825.0,34.1,1,1,1,0,0.0,1.0,0,31.4222052743159,0,0,0,0,1,0,0,0,0,0,0,0,1,0.0
183,2,8,3328000.0,17.0,1,0,0,0,1.0,0.0,1,7.6009514398778,0,0,1,0,0,0,0,0,0,0,0,0,0,0.0
184,2,17,3330000.0,27.5,2,1,0,0,1.0,0.0,0,16.0261345609371,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0
185,5,9,33322003507596.0,31.0,1,1,1,0,0.0,1.0,0,20.58603634008417,0,0,0,1,0,0,0,0,0,0,0,0,0,0.0
186,4,4,3335000.0,31.0,0,0,1,0,1.0,0.0,1,21.78241192341886,0,0,0,1,0,0,1,0,0,0,0,0,0,0.0
187,18,24,3339600.0,25.3,2,1,0,0,1.0,0.0,0,21.648886347673717,0,0,0,1,0,0,0,0,0,0,0,0,0,0.0
188,19,33,3349100.0,21.4,1,1,0,0,1.0,0.0,0,20.19312114830296,0,0,0,1,0,0,0,0,0,0,0,0,0,0.0
189,1,5,3350000.0,36.0,0,0,0,0,1.0,0.0,1,59.94695999117641,0,0,0,1,0,0,0,0,0,0,1,0,0,0.0
190,2,3,3350000.0,51.5,0,0,1,0,0.0,1.0,0,53.307840070267716,0,0,0,0,1,0,0,0,0,0,1,0,0,38.0
